id,title,factionId,faction,activeDeityCount,teamSize,mapId,combatArchitecture,crossFactionRunIns,loreContinuityGuard
"MG-F01-C03-M11","Restore the Ma’at Scale Hall: Warden Duel","MG-FACTION-001","","1","1","MG-MAP-007","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-001"", ""homeFactionName"": ""Aten Ra"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-001"", ""sourceFactionName"": ""Aten Ra"", ""sourceRealm"": ""The Solar Dominion of Khepra"", ""sourceCultureRule"": ""source culture humans later copied as Egyptian solar myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F01-C03-M12","Judge the Lion Gate Kill Zone: Lore Price","MG-FACTION-001","","1","1","MG-MAP-008","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-001"", ""homeFactionName"": ""Aten Ra"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-001"", ""sourceFactionName"": ""Aten Ra"", ""sourceRealm"": ""The Solar Dominion of Khepra"", ""sourceCultureRule"": ""source culture humans later copied as Egyptian solar myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F01-C04-M13","Weigh the Lion Gate Kill Zone: Relic Detour","MG-FACTION-001","","1","1","MG-MAP-001","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-001"", ""homeFactionName"": ""Aten Ra"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-007"", ""MG-CROSS-RUN-IN-002""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-001"", ""sourceFactionName"": ""Aten Ra"", ""sourceRealm"": ""The Solar Dominion of Khepra"", ""sourceCultureRule"": ""source culture humans later copied as Egyptian solar myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F01-C04-M14","Burn the Lion Gate Kill Zone: Hidden Cache","MG-FACTION-001","","1","1","MG-MAP-002","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-001"", ""homeFactionName"": ""Aten Ra"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-001"", ""sourceFactionName"": ""Aten Ra"", ""sourceRealm"": ""The Solar Dominion of Khepra"", ""sourceCultureRule"": ""source culture humans later copied as Egyptian solar myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F01-C04-M15","Restore the Hidden-Sun Archive Antechamber: Boss Threshold","MG-FACTION-001","","1","1","MG-MAP-007","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-001"", ""homeFactionName"": ""Aten Ra"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-001"", ""sourceFactionName"": ""Aten Ra"", ""sourceRealm"": ""The Solar Dominion of Khepra"", ""sourceCultureRule"": ""source culture humans later copied as Egyptian solar myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F01-C04-M16","Judge the Hidden-Sun Archive Antechamber: Final Approach","MG-FACTION-001","","1","1","MG-MAP-008","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-001"", ""homeFactionName"": ""Aten Ra"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-001"", ""sourceFactionName"": ""Aten Ra"", ""sourceRealm"": ""The Solar Dominion of Khepra"", ""sourceCultureRule"": ""source culture humans later copied as Egyptian solar myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F01-C05-M17","Weigh the Hidden-Sun Archive Antechamber: Antechamber Seal","MG-FACTION-001","","1","1","MG-MAP-001","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-001"", ""homeFactionName"": ""Aten Ra"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-001"", ""sourceFactionName"": ""Aten Ra"", ""sourceRealm"": ""The Solar Dominion of Khepra"", ""sourceCultureRule"": ""source culture humans later copied as Egyptian solar myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F01-C05-M18","Burn the Noon Court Boss Dais: Ascension Seal","MG-FACTION-001","","1","1","MG-MAP-002","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-001"", ""homeFactionName"": ""Aten Ra"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-007"", ""MG-CROSS-RUN-IN-002""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-001"", ""sourceFactionName"": ""Aten Ra"", ""sourceRealm"": ""The Solar Dominion of Khepra"", ""sourceCultureRule"": ""source culture humans later copied as Egyptian solar myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F01-C05-M19","Restore the Noon Court Boss Dais: Boss Chamber","MG-FACTION-001","","1","1","MG-MAP-007","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-001"", ""homeFactionName"": ""Aten Ra"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-001"", ""sourceFactionName"": ""Aten Ra"", ""sourceRealm"": ""The Solar Dominion of Khepra"", ""sourceCultureRule"": ""source culture humans later copied as Egyptian solar myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F01-C05-M20","Judge the Noon Court Boss Dais: Gate Verdict","MG-FACTION-001","","1","1","MG-MAP-008","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-001"", ""homeFactionName"": ""Aten Ra"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-001"", ""sourceFactionName"": ""Aten Ra"", ""sourceRealm"": ""The Solar Dominion of Khepra"", ""sourceCultureRule"": ""source culture humans later copied as Egyptian solar myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F01-E-C01-M01","Elite: Weigh the Aten Hand-Ray Vestibule: First Crossing","MG-FACTION-001","","1","1","MG-MAP-007","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-001"", ""homeFactionName"": ""Aten Ra"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-001"", ""sourceFactionName"": ""Aten Ra"", ""sourceRealm"": ""The Solar Dominion of Khepra"", ""sourceCultureRule"": ""source culture humans later copied as Egyptian solar myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F01-E-C01-M02","Elite: Burn the Aten Hand-Ray Vestibule: Name at the Gate","MG-FACTION-001","","1","1","MG-MAP-008","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-001"", ""homeFactionName"": ""Aten Ra"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-001"", ""sourceFactionName"": ""Aten Ra"", ""sourceRealm"": ""The Solar Dominion of Khepra"", ""sourceCultureRule"": ""source culture humans later copied as Egyptian solar myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F01-E-C01-M03","Elite: Restore the Black-Land Silt Crossing: Forward Claim","MG-FACTION-001","","1","1","MG-MAP-001","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-001"", ""homeFactionName"": ""Aten Ra"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-001"", ""sourceFactionName"": ""Aten Ra"", ""sourceRealm"": ""The Solar Dominion of Khepra"", ""sourceCultureRule"": ""source culture humans later copied as Egyptian solar myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F01-E-C01-M04","Elite: Judge the Black-Land Silt Crossing: Outer Line","MG-FACTION-001","","1","1","MG-MAP-002","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-001"", ""homeFactionName"": ""Aten Ra"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-007"", ""MG-CROSS-RUN-IN-002""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-001"", ""sourceFactionName"": ""Aten Ra"", ""sourceRealm"": ""The Solar Dominion of Khepra"", ""sourceCultureRule"": ""source culture humans later copied as Egyptian solar myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F01-E-C02-M05","Elite: Weigh the Black-Land Silt Crossing: Pressure Break","MG-FACTION-001","","1","1","MG-MAP-007","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-001"", ""homeFactionName"": ""Aten Ra"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-004""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-001"", ""sourceFactionName"": ""Aten Ra"", ""sourceRealm"": ""The Solar Dominion of Khepra"", ""sourceCultureRule"": ""source culture humans later copied as Egyptian solar myth"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
